2024-10-01 08:35:43.958 -0400	START		Running _Master.script
2024-10-01 08:35:44.044 -0400	Connect		NewSingleSystem:(null)	4	on_connect_to_sut	Connect to SUT.script
2024-10-01 08:36:28.769 -0400	click	Syringe/Start Injection	at (1544, 487)	6	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:33.024 -0400	click	Syringe/Refill Injection	at (1553, 555)	9	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:33.029 -0400	set		SEARCHRECTANGLE = 	26	on_start_injection_4	Syringe.script
2024-10-01 08:36:33.225 -0400	capturescreen	Status of Needle #4's Injection.png		27	on_start_injection_4	Syringe.script
2024-10-01 08:36:33.674 -0400	set		SEARCHRECTANGLE = ["Syringe/5/rect_A","Syringe/5/rect_B"]	2	on_start_injection_5	Syringe.script
2024-10-01 08:36:34.016 -0400	readtext		(203,651,405,719)	3	on_start_injection_5	Syringe.script
2024-10-01 08:36:34.339 -0400	readtext		(1652,604,1906,709)	14	on_start_injection_5	Syringe.script
2024-10-01 08:36:34.588 -0400	click	Syringe/field_Dose	at (1721, 623)	4	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:34.823 -0400	typetext		3.800	5	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:35.090 -0400	click	Syringe/Start Injection	at (1544, 631)	6	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:39.361 -0400	click	Syringe/Refill Injection	at (1553, 699)	9	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:39.367 -0400	set		SEARCHRECTANGLE = 	26	on_start_injection_5	Syringe.script
2024-10-01 08:36:39.590 -0400	capturescreen	Status of Needle #5's Injection.png		27	on_start_injection_5	Syringe.script
2024-10-01 08:36:40.000 -0400	set		SEARCHRECTANGLE = ["Syringe/6/rect_A","Syringe/6/rect_B"]	2	on_start_injection_6	Syringe.script
2024-10-01 08:36:40.423 -0400	readtext		(203,795,405,863)	3	on_start_injection_6	Syringe.script
2024-10-01 08:36:40.709 -0400	readtext		(1652,748,1906,853)	14	on_start_injection_6	Syringe.script
2024-10-01 08:36:40.987 -0400	click	Syringe/field_Dose	at (1721, 767)	4	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:41.222 -0400	typetext		8.000	5	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:41.490 -0400	click	Syringe/Start Injection	at (1544, 775)	6	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:45.500 -0400	set		SEARCHRECTANGLE = 	26	on_start_injection_6	Syringe.script
2024-10-01 08:36:45.740 -0400	capturescreen	Status of Needle #6's Injection.png		27	on_start_injection_6	Syringe.script
2024-10-01 08:36:46.201 -0400	set		SEARCHRECTANGLE = ["Syringe/7/rect_A","Syringe/7/rect_B"]	2	on_start_injection_7	Syringe.script
2024-10-01 08:36:46.566 -0400	readtext		(203,939,405,1007)	3	on_start_injection_7	Syringe.script
2024-10-01 08:36:46.931 -0400	readtext		(1652,892,1906,997)	14	on_start_injection_7	Syringe.script
2024-10-01 08:36:47.122 -0400	click	Syringe/field_Dose	at (1721, 911)	4	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:47.357 -0400	typetext		3.000	5	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:47.620 -0400	click	Syringe/Start Injection	at (1544, 919)	6	on_inject_doseage	Inject Doseage.script
2024-10-01 08:36:51.640 -0400	set		SEARCHRECTANGLE = 	26	on_start_injection_7	Syringe.script
2024-10-01 08:36:51.849 -0400	capturescreen	Status of Needle #7's Injection.png		27	on_start_injection_7	Syringe.script
2024-10-01 08:36:52.738 -0400	click	window_SyringePumpStack	at (9, 10)	1	on_turn_off_pump	Turn Off Pump.script
2024-10-01 08:36:53.051 -0400	click	menu_Minimize	at (55, 102)	2	on_turn_off_pump	Turn Off Pump.script
2024-10-01 08:36:54.757 -0400	imagefound	window_SyringePumpStack	Unable to Find Image window_SyringePumpStack	5	on_turn_off_pump	Turn Off Pump.script
2024-10-01 08:36:55.025 -0400	click	window_MQTT	at (434, 234)	9	on_turn_off_pump	Turn Off Pump.script
2024-10-01 08:36:55.254 -0400	EndTestCase		(Duration:"71.294", Errors:"0", Exceptions:"0", StartTime:"2024-10-01 08:35:43 -0400", Successes:"1", TestCase:"_Master.script", Warnings:"0")
2024-10-01 08:36:55.298 -0400	SUCCESS		Execution Time 0:01:11 _Master.script
