2024-10-10 14:44:15.319 -0400	START		Running _Master.script
2024-10-10 14:44:25.908 -0400	Connect		NewSingleSystem:(null)	4	on_connect_to_sut	Connect to SUT.script
2024-10-10 14:45:27.847 -0400	readtext		(1667,331,1735,346)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:27.982 -0400	readtext		(1669,354,1743,371)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:28.106 -0400	readtext		(1667,377,1735,393)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:28.270 -0400	readtext		(1667,395,1741,415)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:28.393 -0400	readtext		(1667,475,1735,490)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:28.523 -0400	readtext		(1669,498,1743,515)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:28.642 -0400	readtext		(1667,521,1735,537)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:28.762 -0400	readtext		(1667,539,1741,559)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:28.882 -0400	readtext		(1667,619,1735,634)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:28.989 -0400	readtext		(1669,642,1743,659)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:29.096 -0400	readtext		(1667,665,1735,681)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:29.208 -0400	readtext		(1667,683,1741,703)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:29.329 -0400	readtext		(1667,763,1735,778)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:29.460 -0400	readtext		(1669,786,1743,803)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:29.576 -0400	readtext		(1667,809,1735,825)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:29.701 -0400	readtext		(1667,827,1741,847)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:29.805 -0400	readtext		(1667,907,1735,922)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:29.905 -0400	readtext		(1669,930,1743,947)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:30.004 -0400	readtext		(1667,953,1735,969)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:30.117 -0400	readtext		(1667,971,1741,991)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:30.338 -0400	click		at (1701, 51)	6	on_administermeds	AdministerMeds.script
2024-10-10 14:45:30.449 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-10 14:45:30.557 -0400	typetext		4	8	on_administermeds	AdministerMeds.script
2024-10-10 14:45:30.666 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-10 14:45:31.088 -0400	click	(TEXT:"Start")	at (1509, 53)	10	on_administermeds	AdministerMeds.script
2024-10-10 14:45:31.277 -0400	click		at (1701, 195)	6	on_administermeds	AdministerMeds.script
2024-10-10 14:45:31.385 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-10 14:45:31.494 -0400	typetext		7	8	on_administermeds	AdministerMeds.script
2024-10-10 14:45:31.603 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-10 14:45:32.010 -0400	click	(TEXT:"Start")	at (1509, 197)	10	on_administermeds	AdministerMeds.script
2024-10-10 14:45:32.198 -0400	click		at (1701, 339)	6	on_administermeds	AdministerMeds.script
2024-10-10 14:45:32.307 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-10 14:45:32.416 -0400	typetext		3	8	on_administermeds	AdministerMeds.script
2024-10-10 14:45:32.525 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-10 14:45:32.949 -0400	click	(TEXT:"Start")	at (1509, 341)	10	on_administermeds	AdministerMeds.script
2024-10-10 14:45:33.135 -0400	click		at (1701, 483)	6	on_administermeds	AdministerMeds.script
2024-10-10 14:45:33.244 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-10 14:45:33.353 -0400	typetext		1	8	on_administermeds	AdministerMeds.script
2024-10-10 14:45:33.462 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-10 14:45:33.916 -0400	click	(TEXT:"Start")	at (1509, 485)	10	on_administermeds	AdministerMeds.script
2024-10-10 14:45:34.103 -0400	click		at (1701, 627)	6	on_administermeds	AdministerMeds.script
2024-10-10 14:45:34.212 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-10 14:45:34.322 -0400	typetext		5	8	on_administermeds	AdministerMeds.script
2024-10-10 14:45:34.432 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-10 14:45:34.838 -0400	click	(TEXT:"Start")	at (1509, 629)	10	on_administermeds	AdministerMeds.script
2024-10-10 14:45:35.026 -0400	click		at (1701, 771)	6	on_administermeds	AdministerMeds.script
2024-10-10 14:45:35.135 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-10 14:45:35.244 -0400	typetext		6	8	on_administermeds	AdministerMeds.script
2024-10-10 14:45:35.354 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-10 14:45:35.758 -0400	click	(TEXT:"Start")	at (1509, 773)	10	on_administermeds	AdministerMeds.script
2024-10-10 14:45:35.947 -0400	click		at (1701, 915)	6	on_administermeds	AdministerMeds.script
2024-10-10 14:45:36.056 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-10 14:45:36.195 -0400	typetext		11	8	on_administermeds	AdministerMeds.script
2024-10-10 14:45:36.307 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-10 14:45:36.667 -0400	click	(TEXT:"Start")	at (1509, 917)	10	on_administermeds	AdministerMeds.script
2024-10-10 14:45:51.716 -0400	readtext		(1667,43,1735,58)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:51.872 -0400	readtext		(1669,66,1743,83)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:52.009 -0400	readtext		(1667,89,1735,105)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:52.164 -0400	readtext		(1667,107,1741,127)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:52.297 -0400	readtext		(1667,187,1735,202)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:52.456 -0400	readtext		(1669,210,1743,227)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:52.605 -0400	readtext		(1667,233,1735,249)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:52.721 -0400	readtext		(1667,251,1741,271)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:52.896 -0400	readtext		(1667,331,1735,346)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:53.005 -0400	readtext		(1669,354,1743,371)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:53.112 -0400	readtext		(1667,377,1735,393)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:53.221 -0400	readtext		(1667,395,1741,415)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:53.375 -0400	readtext		(1667,475,1735,490)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:53.526 -0400	readtext		(1669,498,1743,515)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:53.630 -0400	readtext		(1667,521,1735,537)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:53.757 -0400	readtext		(1667,539,1741,559)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:53.875 -0400	readtext		(1667,619,1735,634)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:54.027 -0400	readtext		(1669,642,1743,659)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:54.123 -0400	readtext		(1667,665,1735,681)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:54.284 -0400	readtext		(1667,683,1741,703)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:54.438 -0400	readtext		(1667,763,1735,778)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:54.558 -0400	readtext		(1669,786,1743,803)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:54.685 -0400	readtext		(1667,809,1735,825)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:54.850 -0400	readtext		(1667,827,1741,847)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:54.988 -0400	readtext		(1667,907,1735,922)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:55.122 -0400	readtext		(1669,930,1743,947)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:55.238 -0400	readtext		(1667,953,1735,969)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 14:45:55.389 -0400	readtext		(1667,971,1741,991)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-10 15:04:13.580 -0400	EndTestCase		(Duration:"1198.257", Errors:"1", Exceptions:"0", StartTime:"2024-10-10 14:44:15 -0400", Successes:"0", TestCase:"_Master.script", Warnings:"0")
2024-10-10 15:04:13.600 -0400	ABORTED		Execution Time 0:19:58 _Master.script
