2024-10-02 16:56:07.043 -0400	START		Running _Master.script
2024-10-02 16:56:07.150 -0400	Connect		NewSingleSystem:(null)	4	on_connect_to_sut	Connect to SUT.script
2024-10-02 16:56:54.086 -0400	imagerectangle	(TEXT:"Dose")	at [1743,765,1773,774]	6	on_plotsyringeactivity	PlotSyringeActivity.script
2024-10-02 16:56:54.329 -0400	imagerectangle	(TEXT:"Infusion")	at [1745,788,1806,799]	8	on_plotsyringeactivity	PlotSyringeActivity.script
2024-10-02 16:56:54.572 -0400	imagerectangle	(TEXT:"Current")	at [1743,811,1798,821]	10	on_plotsyringeactivity	PlotSyringeActivity.script
2024-10-02 16:56:54.821 -0400	imagerectangle	(TEXT:"Remaining")	at [1743,829,1814,843]	12	on_plotsyringeactivity	PlotSyringeActivity.script
2024-10-02 16:56:58.318 -0400	imagerectangle	(TEXT:"Syringe 7")	at [208,908,279,922]	4	on_plotsyringeactivity	PlotSyringeActivity.script
2024-10-02 16:56:58.569 -0400	imagerectangle	(TEXT:"Dose")	at [1743,909,1773,918]	6	on_plotsyringeactivity	PlotSyringeActivity.script
2024-10-02 16:56:58.819 -0400	imagerectangle	(TEXT:"Infusion")	at [1745,932,1806,943]	8	on_plotsyringeactivity	PlotSyringeActivity.script
2024-10-02 16:56:59.062 -0400	imagerectangle	(TEXT:"Current")	at [1743,955,1798,965]	10	on_plotsyringeactivity	PlotSyringeActivity.script
2024-10-02 16:56:59.303 -0400	imagerectangle	(TEXT:"Remaining")	at [1743,973,1814,987]	12	on_plotsyringeactivity	PlotSyringeActivity.script
2024-10-02 16:56:59.396 -0400	readtext		(1667,43,1735,58)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:56:59.465 -0400	readtext		(1669,66,1743,83)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:56:59.534 -0400	readtext		(1667,89,1735,105)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:56:59.603 -0400	readtext		(1667,107,1741,127)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:56:59.673 -0400	readtext		(1667,187,1735,202)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:56:59.744 -0400	readtext		(1669,210,1743,227)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:56:59.819 -0400	readtext		(1667,233,1735,249)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:56:59.892 -0400	readtext		(1667,251,1741,271)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:56:59.964 -0400	readtext		(1667,331,1735,346)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.121 -0400	readtext		(1669,354,1743,371)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.186 -0400	readtext		(1667,377,1735,393)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.257 -0400	readtext		(1667,395,1741,415)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.329 -0400	readtext		(1667,475,1735,490)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.400 -0400	readtext		(1669,498,1743,515)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.472 -0400	readtext		(1667,521,1735,537)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.542 -0400	readtext		(1667,539,1741,559)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.613 -0400	readtext		(1667,619,1735,634)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.684 -0400	readtext		(1669,642,1743,659)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.829 -0400	readtext		(1667,665,1735,681)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.901 -0400	readtext		(1667,683,1741,703)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:00.974 -0400	readtext		(1667,763,1735,778)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:01.046 -0400	readtext		(1669,786,1743,803)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:01.115 -0400	readtext		(1667,809,1735,825)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:01.185 -0400	readtext		(1667,827,1741,847)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:01.260 -0400	readtext		(1667,907,1735,922)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:01.334 -0400	readtext		(1669,930,1743,947)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:01.418 -0400	readtext		(1667,953,1735,969)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:01.492 -0400	readtext		(1667,971,1741,991)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:57:12.943 -0400	click		at (1701, 51)	6	on_administermeds	AdministerMeds.script
2024-10-02 16:57:13.059 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-02 16:57:13.161 -0400	typetext		4	8	on_administermeds	AdministerMeds.script
2024-10-02 16:57:13.260 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-02 16:57:13.560 -0400	click	(TEXT:"Start")	at (1509, 53)	10	on_administermeds	AdministerMeds.script
2024-10-02 16:57:13.742 -0400	click		at (1701, 195)	6	on_administermeds	AdministerMeds.script
2024-10-02 16:57:13.844 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-02 16:57:13.959 -0400	typetext		7	8	on_administermeds	AdministerMeds.script
2024-10-02 16:57:14.061 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-02 16:57:14.394 -0400	click	(TEXT:"Start")	at (1509, 197)	10	on_administermeds	AdministerMeds.script
2024-10-02 16:57:14.575 -0400	click		at (1701, 339)	6	on_administermeds	AdministerMeds.script
2024-10-02 16:57:14.677 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-02 16:57:14.791 -0400	typetext		3	8	on_administermeds	AdministerMeds.script
2024-10-02 16:57:14.908 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-02 16:57:15.277 -0400	click	(TEXT:"Start")	at (1509, 341)	10	on_administermeds	AdministerMeds.script
2024-10-02 16:57:15.459 -0400	click		at (1701, 483)	6	on_administermeds	AdministerMeds.script
2024-10-02 16:57:15.561 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-02 16:57:15.661 -0400	typetext		1	8	on_administermeds	AdministerMeds.script
2024-10-02 16:57:15.774 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-02 16:57:16.110 -0400	click	(TEXT:"Start")	at (1509, 485)	10	on_administermeds	AdministerMeds.script
2024-10-02 16:57:16.293 -0400	click		at (1701, 627)	6	on_administermeds	AdministerMeds.script
2024-10-02 16:57:16.410 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-02 16:57:16.525 -0400	typetext		5	8	on_administermeds	AdministerMeds.script
2024-10-02 16:57:16.640 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-02 16:57:16.990 -0400	click	(TEXT:"Start")	at (1509, 629)	10	on_administermeds	AdministerMeds.script
2024-10-02 16:57:17.177 -0400	click		at (1701, 771)	6	on_administermeds	AdministerMeds.script
2024-10-02 16:57:17.277 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-02 16:57:17.378 -0400	typetext		6	8	on_administermeds	AdministerMeds.script
2024-10-02 16:57:17.492 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-02 16:57:17.860 -0400	click	(TEXT:"Start")	at (1509, 773)	10	on_administermeds	AdministerMeds.script
2024-10-02 16:57:18.043 -0400	click		at (1701, 915)	6	on_administermeds	AdministerMeds.script
2024-10-02 16:57:18.144 -0400	typetext		[deleteKey]	7	on_administermeds	AdministerMeds.script
2024-10-02 16:57:18.277 -0400	typetext		11	8	on_administermeds	AdministerMeds.script
2024-10-02 16:57:18.392 -0400	typetext		[tab]	9	on_administermeds	AdministerMeds.script
2024-10-02 16:57:18.726 -0400	click	(TEXT:"Start")	at (1509, 917)	10	on_administermeds	AdministerMeds.script
2024-10-02 16:58:56.128 -0400	readtext		(1667,43,1735,58)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.193 -0400	readtext		(1669,66,1743,83)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.262 -0400	readtext		(1667,89,1735,105)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.327 -0400	readtext		(1667,107,1741,127)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.394 -0400	readtext		(1667,187,1735,202)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.458 -0400	readtext		(1669,210,1743,227)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.526 -0400	readtext		(1667,233,1735,249)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.591 -0400	readtext		(1667,251,1741,271)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.656 -0400	readtext		(1667,331,1735,346)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.714 -0400	readtext		(1669,354,1743,371)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.777 -0400	readtext		(1667,377,1735,393)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.845 -0400	readtext		(1667,395,1741,415)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.909 -0400	readtext		(1667,475,1735,490)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:56.974 -0400	readtext		(1669,498,1743,515)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.039 -0400	readtext		(1667,521,1735,537)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.102 -0400	readtext		(1667,539,1741,559)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.164 -0400	readtext		(1667,619,1735,634)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.229 -0400	readtext		(1669,642,1743,659)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.304 -0400	readtext		(1667,665,1735,681)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.373 -0400	readtext		(1667,683,1741,703)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.441 -0400	readtext		(1667,763,1735,778)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.506 -0400	readtext		(1669,786,1743,803)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.578 -0400	readtext		(1667,809,1735,825)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.642 -0400	readtext		(1667,827,1741,847)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.704 -0400	readtext		(1667,907,1735,922)	6	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.766 -0400	readtext		(1669,930,1743,947)	7	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.838 -0400	readtext		(1667,953,1735,969)	8	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 16:58:57.900 -0400	readtext		(1667,971,1741,991)	9	on_readsyringevalues	ReadSyringeValues.script
2024-10-02 17:00:39.521 -0400	EndTestCase		(Duration:"272.474", Errors:"1", Exceptions:"0", StartTime:"2024-10-02 16:56:07 -0400", Successes:"0", TestCase:"_Master.script", Warnings:"0")
2024-10-02 17:00:39.532 -0400	ABORTED		Execution Time 0:04:32 _Master.script
